presentation_id,presentation_number,presentation_title,presentation_abstract,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,vector_32,vector_33,vector_34,vector_35,vector_36,vector_37,vector_38,vector_39,vector_40,vector_41,vector_42,vector_43,vector_44,vector_45,vector_46,vector_47,vector_48,vector_49
7-8-01,7-8-01,***,***,-0.020585699,-2.032134,-1.6882596,0.37366018,-1.5882169,0.38197154,0.53733414,0.82824975,-1.2992512,-1.1774782,0.54807043,1.0068371,0.779162,3.2273662,1.2450511,0.8820682,1.451442,1.359428,-1.8639561,0.18707481,1.2478563,-0.3103199,1.2570868,0.7485168,2.2859733,-0.12063789,1.3467504,0.42831898,-1.888085,0.5077289,-0.8844561,0.71198267,0.9044094,-0.2267174,0.9268043,1.5955389,2.1336398,-2.2474928,1.0314139,2.6043935,-0.89489317,0.68563735,1.658104,-0.018324638,-0.00037993793,-0.11896103,1.0523713,-0.23489489,0.6996682,2.1781907
7-8-03,7-8-03,***,***,-0.3592325,-1.4578041,0.9030384,-0.9536282,-0.81150925,-0.82846427,2.3753538,0.062455773,-1.3876457,0.7106187,-0.9441651,-0.03539038,0.12713179,1.3160913,0.3215072,1.2530919,0.026251541,1.527433,-2.1525352,-1.3335952,0.9025176,-1.025098,0.71752954,0.7266572,0.51369995,1.0897858,-0.6142351,-1.0300744,0.58723027,-0.4787188,0.32198778,0.17580734,1.216303,-0.38216728,0.42605162,-0.57448465,1.6595325,-1.1524162,-0.15900294,0.68370676,1.1240731,-1.3136313,0.12300566,-0.0020219127,1.5519977,-0.15018614,1.1838807,-0.64703655,0.22806667,2.0945358
7-8-04,7-8-04,***,***,-0.8447649,-1.1088836,0.85975534,-0.52921647,-2.5157735,-0.57058364,0.9988975,1.0342237,-1.9944514,-0.6009926,-0.7283594,-0.12167148,-0.034971893,0.38244548,0.6627827,-0.17665333,-0.41510075,0.6169241,-2.322546,0.49515286,1.5849007,0.22426626,0.03977626,-0.79149663,1.0482243,2.0341876,-0.7264448,0.17126527,-1.324573,-0.31539544,1.3060398,0.39010832,0.5235841,0.7315503,-0.27360103,0.6777887,2.9380066,-0.080855556,-0.03426086,1.4778643,-0.08059665,-1.8974208,1.4724957,-0.74291664,2.8649216,0.5045075,0.829664,-1.220081,0.2990686,1.9470975
7-8-05,7-8-05,***,***,-0.19514333,-0.21892788,0.044192255,-0.48580438,0.69105345,-0.14805095,0.5349915,2.0210447,-2.85072,0.054074153,-0.7551951,-1.6229956,-1.2971909,1.443939,1.7776765,0.8904235,1.0483665,0.9002887,-1.9085938,-0.7863184,1.0926733,-0.77443874,-0.07000112,1.4609059,2.3965273,0.9839902,-0.3179956,0.2787081,-0.6531137,0.04060437,0.124907166,-0.5750167,1.5651604,0.6277176,-0.6268236,0.07679946,1.7943377,0.010875197,-0.1250979,0.6818603,0.8212659,-0.36809507,0.5799634,0.4630241,1.1536136,0.18520875,1.0553547,-0.78094673,0.68254286,0.30538264
7-8-06,7-8-06,***,***,-0.83677405,-0.4038386,1.3984727,0.5498473,-0.5893113,-0.35480747,-0.15382169,0.8809889,-1.8545029,0.31820673,-0.0675908,-0.30744913,-0.92179805,1.2817024,2.1241946,1.6301056,0.92814636,1.2729907,-2.5305898,-2.990002,1.6202985,-0.699462,-0.48837176,1.8982519,3.5514426,1.3468685,0.49603155,-0.61938167,-0.9331688,-0.4612989,-1.6571919,-0.63347864,1.9155815,-0.30635092,-0.6823151,0.40688884,2.5121,-0.87742645,-0.30520186,1.1619269,0.6736285,-0.7364629,0.86028445,0.5278435,1.0481038,1.5670087,0.6335357,-0.045122236,0.6617791,1.519978
7-12-09,7-12-09,***,***,0.03922152,0.7379158,-0.38297704,-0.85155404,-1.2982339,-1.8033476,-1.2099279,0.9701453,-2.8191497,-0.024429845,1.285315,-0.06714003,-0.3413789,-0.48965824,0.41223478,1.2448478,-0.15881911,-0.6522236,-2.6824653,-2.9267187,0.32370737,0.0994524,0.18165796,3.3481984,-1.2408446,0.42429182,0.60129654,-2.3123136,0.012252483,-0.80668044,-2.0557864,1.7751353,0.5409313,2.5952895,0.26065403,1.2853194,-3.6226678,-2.3811631,0.9069657,-0.70367634,2.0548298,2.9404998,-0.9122072,-1.9464622,3.9071877,1.5869795,-0.34975734,0.942823,4.7516923,0.9566458
7-8-07,7-8-07,***,***,-1.2401451,-0.44954535,1.8713695,-1.4243008,0.45764914,0.13446587,0.7866308,0.31070507,-1.2162244,-0.060671423,-0.105442755,-0.26580968,-0.7367492,0.8175348,0.71735346,0.8958873,-0.1575081,2.4574134,-1.368268,-1.3019037,1.0090142,-1.7876626,0.18120252,0.50871414,1.9405508,1.6177148,-1.7338823,0.3029372,-0.6303883,0.6223777,-0.3175404,-0.8372029,0.1413591,0.11861713,-0.3620878,0.1526604,2.378577,-0.7464302,0.8780221,2.2603657,0.38286623,-0.5268512,2.2318535,0.5760601,0.99942344,0.34090248,2.5437074,-0.938311,1.1665679,1.1535031
7-8-08,7-8-08,***,***,-0.3791912,-1.5323538,0.035701927,-0.03786117,0.6277331,-0.5420286,0.86765254,1.1842526,-1.4197686,-0.44882926,1.9525446,0.013594987,-0.54507846,1.2947266,1.346983,0.518228,-0.6427362,3.5296388,-2.8919446,0.29744503,2.5751064,-0.063897565,1.3761817,-0.8954435,-1.3969761,0.073758915,-1.0470756,-0.35405546,-0.15163134,0.8549128,1.7734146,-0.4509974,0.96092254,0.20795476,0.8880369,1.5492004,2.157381,0.07398403,-0.16456425,2.1210587,1.2561226,-1.8571148,1.2398633,0.20093392,0.9102919,0.91410977,0.2345821,0.7348205,1.0140475,0.59292257
7-8-09,7-8-09,***,***,-0.46529445,-2.5226417,-0.8264172,-1.6178252,-0.643657,0.2457879,-0.55660427,2.6483598,-0.8950236,1.0950401,1.5482076,-0.6490534,-0.8010286,2.268035,0.8285424,0.5303306,0.0945329,0.29660285,-2.0598092,-1.3683833,0.55425495,0.67685133,0.9974951,0.25706992,0.42400575,1.864095,-0.10677353,0.4916597,0.6971684,0.49958163,1.6139041,1.5989429,0.269655,0.027712813,-0.56775963,0.3126285,2.2216208,0.33614382,0.08181355,0.7870937,1.5955842,0.290767,0.04069105,-0.15725614,0.41100374,0.9044816,0.97134537,-0.32459787,-0.054198816,2.431678
7-8-10,7-8-10,***,***,0.14071423,-1.9205464,0.74591446,-2.6782656,0.14585997,-0.54077995,2.5714443,0.6974539,-1.5202677,0.7280069,1.0450974,0.054770015,-1.2902972,1.1555462,2.079719,1.5696895,-1.3659682,0.12509754,-3.0251384,-2.276871,-1.0021937,-1.0982429,0.35860777,-0.5617699,0.6416059,1.1447486,-0.5419838,-1.2727258,0.17491128,-0.44751328,0.11494335,0.36418375,-1.2699896,-0.7114004,-1.6916159,0.863467,0.9023607,-2.563452,-0.4182204,0.49690425,1.8962669,-0.79661477,0.30151242,1.1835835,-0.4745032,0.33595976,1.4189949,-1.0489956,0.82301617,1.8489518
7-12-16,7-12-16,***,***,0.07200661,-0.52637166,0.07309168,-1.6585453,-2.4062955,-0.52864754,-0.5773487,1.3620038,-3.1600287,0.7271875,1.3934312,-0.38320893,-2.0810916,-1.3394579,-0.024803374,2.0943954,3.2523139,-1.888524,-2.4883635,-3.3741064,1.3520932,0.85757864,-0.6891343,2.5855699,0.96722615,0.62118065,-0.8718194,-0.6427588,0.9313952,0.29892096,-0.30188373,2.9825284,0.81570065,1.5792537,-1.4029223,0.8155805,0.8904893,0.22281703,1.0520236,0.111638255,1.581537,0.5028762,1.121786,1.5110798,1.9440442,1.7649145,0.0012972474,1.1530627,-0.019843783,1.7300403
7-8-13,7-8-13,***,***,-1.2160882,-3.140703,0.051410057,-1.4591407,-0.27210337,1.212335,0.15530042,0.7578303,-2.0088212,0.5815904,1.3458047,-0.12968405,-0.37609246,1.2775387,2.242258,-1.3517154,0.35858154,0.09574356,-2.619314,-1.6484478,-0.06711406,-1.3662449,0.30008703,-0.056198977,1.0965306,0.3647844,-0.2667715,1.0462373,-0.8227594,-1.4705219,1.6193098,1.3938767,0.12799148,-1.211313,-1.668667,0.25684062,0.48039383,1.0257773,1.8179494,1.0701821,-0.046815082,-0.7305852,-0.970238,-0.88198936,0.07883571,0.6061442,0.449552,1.3360322,-0.69050425,1.8346436
7-8-14,7-8-14,***,***,-2.1176136,-1.9699507,-0.12947333,0.20179188,-0.22323789,1.2432586,1.4441248,0.43815526,-1.5188645,-2.5197332,1.9126186,-1.7751366,-0.46005306,0.5265373,3.6051912,1.5181239,-0.032787904,0.8044787,-2.8128927,-1.7340041,-0.20090145,0.37592483,0.16849817,1.5434757,0.2737675,2.1128087,-1.8629438,2.0595884,-1.3323549,0.4990992,0.67256427,-1.264291,-0.16367564,-1.4033302,-1.5691679,-0.4260793,0.2824286,-0.46327505,1.9600403,1.127925,-2.56581,-0.9733037,-0.5107123,-0.22771153,0.5099792,0.92172146,0.0033913234,0.07995888,-1.5971011,3.3982124
7-8-15,7-8-15,***,***,0.90070283,-0.29244408,-0.24319267,-1.2348678,-0.4184795,-1.0594512,-0.49541935,-0.44136444,-0.8145775,1.1377591,0.85401416,0.05585671,-0.5691992,1.9177651,0.6537969,1.4813646,0.35496637,-0.36140206,-2.9999394,-1.6394205,0.4650146,1.1273313,-0.5355506,-1.6610081,0.19850917,0.21233347,-1.1375444,-0.9291083,1.508775,-0.37040833,0.6872314,1.0567867,0.83922523,0.19699478,-0.15531003,2.3858259,1.4242398,-1.4372513,0.35144562,-1.1189822,2.3760533,0.31548294,0.63937896,0.22093874,1.6395438,1.0287112,0.8586551,1.258833,-0.18383346,2.044335
7-2-01,7-2-01,***,***,-1.7344066,-1.4575685,1.5261087,-3.231309,-1.7750077,-0.59218127,0.6411948,0.9556952,-2.0668404,1.3293432,1.2382721,0.7428037,-1.1141939,-0.15377633,-1.5228701,0.38829857,0.004033606,-0.9766292,-3.4342327,0.79714274,-0.039923992,0.9226601,1.0021595,0.77896214,1.7494204,1.0300535,0.94024634,-0.0142582,-0.65371466,-1.4649243,1.3550527,1.6359183,0.694115,-0.8663962,0.750022,0.9657108,-0.929157,-0.5259284,1.3723446,0.33660486,-1.6899956,1.6466243,0.44183436,-0.9164088,0.8512607,0.7698284,-0.59745616,0.6132656,-0.012507796,0.83834213
7-2-02,7-2-02,***,***,0.0390463,-0.97967803,-0.7397559,-0.48700875,0.35902846,-0.14484386,1.9461992,-0.1377553,-1.7846565,-1.2162876,0.79006094,-1.4515262,3.2625322,0.56233585,-1.6502616,-2.9158623,0.94701874,0.82551533,-1.5009086,-1.4635187,-1.6612263,-0.03527146,1.0271636,0.76034725,1.1974745,-0.17886725,-0.1524036,1.0180162,-2.0972567,0.44370076,1.0877388,0.41952053,0.69444275,-0.16932438,2.0791972,2.0415015,-0.18427855,0.42103907,2.1735783,0.029316472,0.15666178,0.49983737,-0.2957013,-0.08796592,1.7586904,-0.18929642,0.5737008,-0.9123132,-1.6092154,0.94755703
7-10-01,7-10-01,***,***,-1.1358558,-1.9129664,-0.7809564,-0.17445643,-2.241754,-0.7817754,-0.6909484,-0.17922811,-0.042124685,0.3037774,0.65312517,1.7666018,0.8149845,0.71772265,-0.14607899,-0.00726865,0.8185471,1.3443365,-2.907792,-0.07424018,0.9022033,-0.018304449,-0.120644554,0.7046435,0.9467283,1.2736521,-0.08209783,2.2173212,-0.5432389,1.3564285,1.8203061,-0.5714747,-0.023110429,0.27443808,0.47281164,0.40440843,-0.8716652,0.14430144,0.14722751,0.31114516,-0.47641245,1.5146881,-1.0836608,-1.4212126,2.0477316,-1.2704345,0.661707,0.053216815,-1.0616134,-0.1703062
7-2-03,7-2-03,***,***,-0.34082973,-0.15717025,-0.2844904,-0.9275125,0.2324036,-0.64863616,0.43765435,1.2038163,-1.3541174,0.2103469,0.077086054,-1.1432551,0.22912438,0.06421856,-1.0522106,-0.7765366,0.76948315,-1.8513443,-3.0652988,-0.40940842,-1.4133351,0.092151925,-0.10776395,1.0969721,3.1264784,-0.71992016,-1.1335498,0.8784044,-2.2513366,1.54008,1.1027124,0.63895386,0.8954376,-0.290521,2.2846224,2.0581164,-0.31288362,0.6764271,1.7790627,0.58537346,-0.454458,-2.0759308,0.02753862,1.2904037,1.3549832,0.4749905,-1.988422,1.4886892,0.054545764,2.166278
7-2-04,7-2-04,***,***,0.13494512,-1.9044499,0.39927125,-1.9912316,-1.2557896,-1.6690823,0.009134495,0.69135344,-2.9155035,-0.036699656,1.3006967,-0.05747354,-0.516225,0.26407364,-0.6376755,0.17077619,-0.3412543,-0.43991694,-1.7445687,2.373171,0.86837393,0.39259827,-0.2962437,-1.2363905,1.7478878,-1.835414,0.5007469,-0.033212777,-1.8102125,1.888151,2.3914025,-0.7350772,-0.48542887,-0.72786546,1.565201,2.3458018,0.128844,0.36523774,1.8467454,0.6530984,-1.6717464,0.5084507,0.7623741,0.7935509,0.9997481,0.056474816,-0.31238315,0.19870876,-0.6754599,3.199102
7-2-05,7-2-05,***,***,-1.667375,-0.25931984,1.6625053,-1.7591534,-0.7098419,-0.28144377,1.497394,-0.5121118,-2.1539457,0.19888042,0.7305756,1.8045013,1.4211149,1.8255478,-0.993338,-0.282905,0.8291858,0.29416177,-1.7209214,-1.433509,1.3117018,-0.2786332,-0.35092434,0.10198956,1.2293116,1.494676,-0.9102284,-0.53795767,-2.015769,-0.56682456,1.0350872,-0.57706606,0.14736158,0.80093026,0.060808152,1.4906363,-0.48013917,-1.5132084,1.56801,-0.12894174,0.4705754,0.10957137,-1.0992091,-1.0716883,1.625351,-0.43786854,-2.142515,1.8306003,-1.0281277,0.2580229
7-2-06,7-2-06,***,***,0.24098599,1.5616469,-0.25444496,-3.2209687,0.42370588,0.452631,-0.6986311,1.8844924,-1.9755006,-0.015307457,1.203763,0.40584028,-0.20138976,0.46883816,-1.273768,-2.4680479,0.48134455,0.3705523,-2.038362,-0.46441874,1.0043498,0.18549679,0.9098345,0.80305827,0.33982885,-0.41034126,-1.2505842,-0.90171,-2.6952155,0.17930746,0.7702975,2.5044868,2.4402344,-0.8619124,-1.893455,1.8779459,-0.58352757,-1.1934202,2.7265158,1.2790782,-1.0361898,0.4453878,-0.06328847,2.1770418,2.9252958,-0.06672053,1.5209727,0.561163,-0.4071551,0.4703592
7-2-07,7-2-07,***,***,-0.41769293,-1.6743917,-0.9346064,0.99613386,-4.2953367,-1.1152295,1.3303553,-0.7611162,-2.8267472,-0.6523767,1.5278423,1.0066143,-0.16870014,1.1402225,-1.0033678,1.3592558,-0.5380304,-0.0082272785,-2.8337162,1.2218204,0.064931296,1.0005254,-0.17618228,0.3572621,0.86192536,0.7422213,0.68601894,0.7867107,0.75311613,0.71499705,-0.52856666,0.19213212,1.5147032,0.6755122,2.930504,-0.26383582,0.5401949,-1.9144793,-0.34563866,2.3157861,0.13388386,4.2590065,-1.5628623,-0.9526055,2.2523155,0.820782,-0.5083605,1.4514817,2.0329275,1.0744514
7-10-11,7-10-11,***,***,-1.8153281,-0.73308617,-1.7793466,-0.30042776,-2.4442322,-2.1644537,-0.10761067,-0.42544392,-1.6786181,0.47489294,1.9212462,0.2610425,-1.307427,-1.6176372,1.4268936,0.6145721,1.1378797,1.5025585,-1.7084603,1.9711124,2.1604376,1.1707524,-0.7541044,-0.49589127,0.7875695,1.4350997,-1.0714481,0.5295485,0.7236237,2.4384327,0.5178044,1.7279395,-0.25925067,2.9283688,1.0182964,0.5304287,0.32920742,0.38588673,-0.8800195,2.0581522,0.19724184,2.1311738,1.1002567,-1.2765454,3.5995843,2.7135785,-0.7069868,-0.3774019,-0.03897004,2.0202448
7-10-02,7-10-02,***,***,-1.7948478,-1.6227077,0.894855,-0.84953487,-0.6633425,-2.7939599,1.228883,0.9942078,-2.626728,-1.241297,1.4906838,0.6964832,0.1016969,-0.23284395,-0.6987897,0.64422643,0.6652011,-0.72677976,-1.1635678,-0.6579503,-0.78899926,1.2456284,0.80307317,-0.4494175,1.2378515,-0.47774544,-0.86208266,-1.2254552,-0.9411848,1.9372275,3.3079324,-0.28082034,0.23802306,0.37963519,2.6027884,3.1059973,0.023538077,-0.7256472,0.5012245,0.104190715,-1.6139553,0.76645035,-1.5883652,0.33758825,1.1685278,-0.70648116,-0.6894685,-0.06733258,-1.6553385,-0.16358727
7-10-03,7-10-03,***,***,-1.4585509,-1.0362741,0.46299985,-1.1809323,-0.21395195,-1.0891957,0.35627118,1.4330568,-1.3136971,-0.84755176,1.2735056,0.5888421,-0.32529435,0.054180235,-0.1622188,-0.07897947,0.9802195,-1.2596729,-2.1057727,0.07837098,0.12517211,3.1584914,-0.3759279,1.4038302,-0.56343573,-0.6988332,-1.4478463,1.3826258,-1.2200155,-1.2124777,1.0162108,0.99045295,0.6249994,0.8025524,0.829079,1.2556977,-0.5008507,-1.3781396,2.1460261,-0.48168808,-0.26876345,-1.6843895,-1.0870794,-1.8608955,2.5675976,1.02532,0.42452994,1.9876236,0.061555453,-0.18693972
7-10-04,7-10-04,***,***,-2.5905347,-1.0449775,0.71034795,-1.2796681,-0.6036879,-0.7917989,0.2973645,-0.1280269,-2.8178065,-0.9798278,1.4934311,-0.013392779,-0.08782953,-0.6495441,0.6835919,0.8709652,1.3384029,0.24153547,-1.6560228,1.0173066,-1.0924027,-0.18829225,-2.2234154,2.3546462,2.2657328,0.37624618,1.0986907,0.04084589,-1.2038085,0.49360564,1.2114289,0.94730675,0.47463542,-0.41025963,1.5906364,2.2027638,-1.4053447,-1.6976475,2.4967887,0.9243266,-1.4390231,1.4707023,-1.0947616,-1.5012187,1.0362548,-0.37355947,0.5920694,-0.32392675,-0.30701086,-0.9319798
7-10-05,7-10-05,***,***,-1.2834632,-1.6165935,-0.06512189,-0.23847485,-0.6446171,-3.850281,-0.595217,0.5466199,-2.5124502,-2.052676,0.57773626,0.6863816,-3.3358922,-0.6925513,-0.35711595,2.185448,-1.0477237,-0.28078297,-1.6362373,0.21757095,0.033018682,-1.0046533,-0.5168969,-0.24412009,0.80887175,2.1610694,0.1246397,0.6371264,1.0974122,0.3316174,2.2964048,0.4624876,0.28722653,-1.7377238,1.1065711,1.3012192,-0.28821936,0.14835681,1.2214514,0.35393465,1.5452706,0.17362364,-2.1949224,-1.5653062,1.5924169,0.4497893,1.7005358,0.34960318,-0.18352345,-0.89915437
7-10-12,7-10-12,***,***,-0.96588993,-2.6991894,0.46136606,-0.123624414,-0.39178407,-4.204859,0.13819146,0.049466293,-1.558744,-0.23126449,2.957325,-1.9552556,-2.6097288,-2.2166133,1.281072,2.3956542,-0.55933696,0.4798233,-0.99295956,-0.47347584,1.8313764,0.69282323,-0.5124198,-0.14057568,1.9239131,1.0983645,-1.7499193,-0.3439996,1.1059675,1.121019,0.7366809,0.38966563,1.1108835,1.5236071,0.954669,0.899185,0.60540366,-1.8197806,0.6445202,-0.6101916,0.41404232,0.050654344,0.65960044,-2.4213996,1.8497891,1.2242193,0.22447132,0.15062405,-0.26220798,0.8001907
7-10-13,7-10-13,***,***,-2.0893083,0.44996732,0.010931917,-2.4769454,-0.21384627,-2.1043751,1.1770042,0.76123196,-1.7169441,-1.3033894,0.35631773,-3.6319737,-0.33249953,-0.09059925,-0.5046489,-1.2895045,1.9807688,-3.4182255,-3.3778589,-0.5723102,0.69851816,-1.112626,-1.9137582,1.1342562,0.04017536,0.7444771,-0.17880991,0.99182653,1.3831755,1.2047104,-1.1047717,0.21551839,1.2790337,-0.23904665,1.6940624,0.11753895,0.01828352,-2.7068164,1.6550853,-0.2731161,-1.6922618,0.2395116,-0.57074565,-1.2990402,1.2627599,0.30390275,0.12723726,1.0822834,0.46152297,1.3980374
7-10-06,7-10-06,***,***,-1.2946695,-2.7273784,0.64533997,-0.72457,-1.9457487,-2.500599,-2.1259205,0.5384487,-1.5460874,-0.60730535,2.7457862,1.7918748,-0.12749176,-0.331594,1.1929923,0.94864416,1.259065,1.1959565,-1.9533995,-1.6721665,-1.0124815,0.37190968,-0.43851048,3.5813034,0.6340431,0.39092577,-0.09865719,-1.7734838,-0.55691725,-1.1156468,2.1605997,0.5881587,0.63487196,0.5084412,-0.9908643,0.2294817,-0.63828325,-1.5336584,-0.4589122,0.1036929,-0.09170714,0.4493728,0.5608329,-0.7227758,2.365826,2.3604002,-0.11479849,1.4684116,-0.44691557,-0.72024244
7-10-07,7-10-07,***,***,-0.2218212,-2.3875232,1.1069592,-1.8510987,0.030453661,-2.2917166,-1.2141968,0.8404818,-3.290151,-0.6193546,2.6855886,0.20500071,0.11587875,0.67557293,1.3571929,0.51561767,1.6141702,0.9674648,-2.2299654,-0.69914764,-1.5103326,0.7513138,-0.5732699,1.7995487,0.33102375,-0.22256276,-0.2274814,0.5638391,-0.04200606,0.0519615,0.6434031,0.4714611,-0.77044207,0.42543185,-1.9420055,0.2589246,-0.74101895,0.05250067,-1.3363149,-1.419744,1.21794,0.6815755,0.23855424,-1.4682752,1.3541632,1.402393,1.0580181,0.49952665,-0.15975995,-0.29927543
7-10-08,7-10-08,***,***,-2.2675297,-0.7598011,1.4251684,-0.42669362,-0.7977972,-3.3295498,2.3353775,0.19933078,-2.8500826,-1.4409386,2.0847344,-0.803115,1.5180156,0.15295781,1.0653145,2.4378679,1.0787079,1.8447558,-1.7491947,-0.69081634,2.690976,0.5471878,0.9762936,0.6362825,0.89574707,2.1611009,-0.9326645,1.2293028,0.5792448,0.5745076,0.8006504,1.5251304,-3.0865455,0.37104923,1.6056637,0.597359,-0.46636143,0.027216986,-1.6978747,1.0867362,1.7202184,-0.597075,-0.7363314,-2.0406556,2.0935056,1.9554194,-1.302478,0.7905025,-1.6633043,1.2261364
7-10-09,7-10-09,***,***,-0.66940826,0.2125721,1.9953252,-1.8300837,0.88520426,-2.0068576,-1.0533785,-0.0672404,0.07218908,-0.97582996,1.7045685,0.8865045,-0.30111945,-0.5304015,-0.18363559,0.26140276,0.12255319,1.9338996,-4.017662,-0.043400235,2.127592,0.55878025,0.9243776,0.9531943,2.2015154,1.6921775,1.0879905,-0.217049,0.96274596,-1.9064655,2.7934482,0.7493642,1.2054682,-2.0379188,-0.3494668,0.677795,-0.670995,-0.6421561,-0.17986238,1.0233054,-0.5026967,0.59809613,0.5500491,-0.86917156,1.0400246,1.063661,1.5510762,0.77904344,-0.1438756,-1.4388293
7-10-10,7-10-10,***,***,-2.5783656,-0.7245234,-0.7923477,-0.13370477,-1.93643,0.3796973,0.35078874,-0.4325834,-2.5145674,-0.5427266,3.3476057,-1.3698356,-2.436391,0.094488904,-2.2754183,-1.6577951,0.536442,2.3764424,-1.733834,0.39064062,0.6697005,0.7031696,2.5242515,-0.3246356,1.4791862,-0.6038606,-1.9071941,1.1000905,-1.6657468,3.5697336,-1.6548777,-0.27013144,1.7952937,-0.037545547,0.98946184,0.054756362,-1.1875051,2.0865357,-0.8262358,1.4651737,0.65429467,1.2964226,0.28160894,-1.0159892,2.424794,-0.6470688,1.6064798,0.41894394,-2.1849675,2.0405338
19-1-03,19-1-03,***,***,-2.2329779,-1.7440923,-0.14628413,0.5350923,-2.8746948,-2.579809,2.1087327,-0.2570548,-2.6663086,-0.31995273,3.2951877,0.2323236,-2.8406637,-0.8793025,0.57686263,1.3709542,0.6881164,0.488158,-2.0212648,-0.14491087,0.59956974,1.4512594,-0.9874006,0.9828775,-0.53981394,0.8563341,-0.11072626,-1.48965,0.5687231,1.0068569,0.5677352,0.28814286,0.78515196,0.17116953,-0.21447061,1.7827147,-0.48847288,-2.4601676,1.6938943,-0.13040264,1.6186702,2.645677,1.219814,0.47904703,1.4588535,2.210227,-1.0938928,-0.38521522,-0.4219804,2.062985
7-10-14,7-10-14,***,***,0.22951452,-1.40687,-0.41032192,-1.9731756,-2.2810783,-1.6464895,0.48556992,1.0858579,-2.0041797,-0.4422875,3.1243155,0.36718267,-0.7735298,-0.79663986,-0.5733771,0.63769025,0.1647146,-1.1013832,-3.7555294,-0.6774323,-0.12095215,2.6000836,-1.2309041,0.916879,0.29837778,0.8652191,-1.9026715,-0.2938637,0.19752634,1.0565124,0.92971,2.058611,-1.1380112,1.2552745,0.48803595,1.2787665,-0.24526082,-1.0047718,-1.1807747,-0.5696917,0.6791277,0.033852875,-0.529665,-0.40023056,0.80525863,-0.5382651,-0.46585664,-0.11748323,-0.47223908,3.3774767
7-10-15,7-10-15,***,***,0.52346176,-0.12505366,-0.10027675,-3.4428875,-1.1014642,-0.6481704,-0.89630616,1.2468264,-0.8624872,-0.93708813,2.2034097,2.1795027,-0.440322,0.59940946,-0.8201297,-0.8005989,0.8808719,-0.6710335,-2.5246,-1.5932611,-1.2307185,-0.32720375,-1.3070238,0.35605052,1.9995444,1.8313111,0.8535027,-0.77925915,-0.47007647,0.04295218,0.78603303,1.6862606,-1.2450668,-0.20904826,-0.037133485,0.19477239,-0.23508112,0.5838926,0.4614564,-0.11216217,0.9152664,-0.2108754,1.4407159,1.3231218,1.6990813,0.42144743,1.5092939,2.7674785,1.1641681,0.77565783
7-4-01,7-4-01,***,***,-0.19379975,-2.170051,1.0413102,0.9259253,-1.9032149,-1.7098429,-0.33202395,2.0891252,-1.1677418,-0.8210657,-0.12598056,0.2737054,-1.3594266,1.1461107,0.58956105,2.2492516,0.78143257,1.13759,-1.4878043,-2.6438825,0.5052539,1.2367795,-0.32858485,0.3951209,0.6094334,0.8790927,-1.7400522,0.89873284,0.1091975,-0.62029886,-0.78906333,-0.1407246,1.3342702,2.5106277,1.1314937,1.735316,1.340825,-1.5878274,-0.6354354,-0.25627047,0.8195606,0.7345467,1.6394552,-1.308536,1.2462049,0.5654513,0.09138657,-0.8251343,1.4417117,1.5642195
7-4-02,7-4-02,***,***,0.2766222,-1.24002,1.4086885,4.153278,-1.495159,-3.264737,1.8819134,1.5603707,-1.5106959,1.1358496,-0.09728818,-2.574414,-0.49874982,0.36277327,2.4184463,0.8564336,3.3225229,3.0023232,-1.6544405,-0.12053104,-0.56792,1.4979603,-0.5888498,-0.78206515,0.73360866,0.13439284,0.418635,2.7786663,-2.4746017,1.1199307,-3.4301803,-0.38636056,1.9898453,2.8758569,1.9010057,1.2670435,1.5991971,-3.3294537,1.6659769,1.881468,0.48070633,1.3415066,1.5594923,-0.67234087,0.9409719,1.1225768,2.0511413,-1.564517,1.669465,2.299824
7-4-03,7-4-03,***,***,-1.1948962,-0.95912033,-0.46825024,-0.3723369,-0.8900586,0.90218407,1.2330333,-0.031772487,-1.8887869,0.2730091,1.3238753,0.2611266,-0.27429813,2.280675,0.27485907,0.9505269,-0.84953886,0.060691364,-2.7255082,-0.7964431,0.44564646,-0.022786036,0.24638951,1.5745913,0.6803229,0.21873331,0.16866177,-0.73881817,-1.0027608,-0.89350295,-1.3724161,-0.10926526,2.8974097,-0.4391947,0.8287341,2.3402133,0.12446738,-0.75485426,1.8119718,1.0080467,2.0530746,0.663198,1.6019057,-1.0025206,0.99369717,-0.057645194,0.18320966,-1.52119,1.867193,2.2568893
7-4-04,7-4-04,***,***,-1.8970977,-0.29771945,0.08882354,-0.36276424,1.0437315,-1.3950683,2.0059178,2.510814,-2.3199325,-1.6823556,0.24254778,-0.7134499,1.2501242,1.0129565,-0.95001614,0.20976533,2.0892863,2.61577,-1.2807709,0.5160168,0.93597054,0.72524637,0.5308021,0.61329055,1.0133421,-0.014742912,1.1961628,0.21106006,-3.0207572,0.4028667,-1.2474152,-0.3304126,4.0847654,0.48657444,1.0220097,3.4147751,0.482265,-1.848792,2.804447,0.8402918,0.9714382,1.1209042,-2.1354938,-0.40410984,0.7755679,0.2955192,-2.1233866,-2.2548563,-1.1352959,0.34404284
